ponto;potencial;pontox;pontoy;ordem;status
PLA7;A;243805,8418;8797249,529;19;Escavado 
PLA8;A;243841,8639;8797249,097;20;Escavado 
TA13;A;243969,9736;8797247,64;21;Escavado 
TA14;A;243690,8322;8797246,845;22;Escavado 
TA15;A;243626,5992;8797243,576;23;Escavado 
TM16;M;243914,3636;8797241,984;24;Escavado 
TA17;A;243742,3696;8797223,523;25;Escavado 
TA18;A;244043,828;8797216,891;26;Escavado 
PLA9;A;243791,563;8797216,388;27;Escavado 
TA19;A;243556,7472;8797214,116;28;Escavado 
TA20;A;243793,9069;8797200,202;29;Escavado 
TM21;M;243949,0005;8797197,259;30;Escavado 
TA22;A;243588,1536;8797189,344;31;Escavado 
TA23;A;243560,0646;8797186,026;32;Escavado 
TA24;A;243531,9755;8797182,709;33;Escavado 
TA25;A;243719,048;8797171,986;34;Escavado 
TA26;A;243662,5818;8797163,398;35;Escavado 
TA27;A;243563,382;8797157,937;36;Escavado 
TM28;M;243983,6375;8797152,535;37;Escavado 
TA29;A;243692,5626;8797136,918;38;Escavado 
TA30;A;243664,3326;8797135,168;39;Escavado 
TA31;A;243636,1026;8797133,417;40;Escavado 
PLA10;A;243476,3787;8797128,242;41;Escavado 
TA32;A;243666,0834;8797106,937;42;Escavado 
PLA11;A;243523,7337;8797091,398;43;Escavado 
PLA12;A;243467,5129;8797068,623;44;Escavado 
PLA13;A;243411,292;8797045,848;45;Escavado 
PLA14;A;243458,647;8797009,004;46;Escavado 
TA33;A;243483,8467;8796961,026;47;Escavado 
TA34;A;243352,3811;8796955,013;48;Escavado 
TA35;A;243513,8275;8796934,547;49;Escavado 
TA36;A;243485,5976;8796932,796;50;Escavado 
TA37;A;243457,3676;8796931,046;51;Escavado 
TA38;A;243383,7876;8796930,241;52;Escavado 
TA39;A;243355,6986;8796926,924;53;Escavado 
TA40;A;243327,6095;8796923,606;54;Escavado 
TA41;A;243487,3484;8796904,566;55;Escavado 
TA42;A;243359,016;8796898,834;56;Escavado 
TA43;A;243203,7521;8796766,575;57;Escavado 
TA44;A;243298,4918;8796751,161;58;Escavado 
TA45;A;243235,1586;8796741,803;59;Escavado 
TA46;A;243207,0695;8796738,485;60;Escavado 
TA47;A;243178,9805;8796735,168;61;Escavado 
TA48;A;243328,4726;8796724,681;62;Escavado 
TA49;A;243300,2426;8796722,931;63;Escavado 
TA50;A;243272,0125;8796721,18;64;Escavado 
TA51;A;243210,3869;8796710,396;65;Escavado 
TA52;A;243301,9933;8796694,7;66;Escavado 
PLA15;A;243133,4299;8796586,207;67;Escavado 
PLA16;A;243039,6077;8796539,064;68;Escavado 
PLA17;A;243099,7665;8796535,719;69;Escavado 
PLA18;A;243159,9252;8796532,374;70;Escavado 
PLA19;A;243161,4768;8796529,221;71;Escavado 
TA53;A;243014,5405;8796518,751;72;Escavado 
TA54;A;242983,4418;8796493,594;73;Escavado 
TA55;A;243011,5696;8796490,624;74;Escavado 
TA56;A;243039,6973;8796487,653;75;Escavado 
PLA20;A;243066,1031;8796485,231;76;Escavado 
PLA21;A;243067,6547;8796482,079;77;Escavado 
PLA22;A;243127,8134;8796478,733;78;Escavado 
PLA23;A;243187,9722;8796475,388;79;Escavado 
TA57;A;243055,0635;8796469,116;80;Escavado 
TA58;A;243008,5987;8796462,496;81;Escavado 
TA59;A;243023,2773;8796444,833;82;Escavado 
TA60;A;243051,3116;8796441,082;83;Escavado 
TA61;A;243079,3458;8796437,33;84;Escavado 
PLA24;A;243094,15;8796428,246;85;Escavado 
TA62;A;243047,5596;8796413,047;86;Escavado 
TA63;A;242633,1481;8796355,06;87;Escavado 
TA64;A;242592,2272;8796334,697;88;Escavado 
TA65;A;242702,3482;8796317,589;89;Escavado 
TA66;A;242632,8898;8796303,888;90;Escavado 
TA67;A;242664,3071;8796298,617;91;Escavado 
TA68;A;242673,8039;8796273,194;92;Escavado 
TA69;A;242702,5221;8796269,134;93;Escavado 
TA70;A;242632,133;8796252,941;94;Escavado 
TA71;A;242740,9439;8796239,704;95;Escavado 
TA72;A;242702,2829;8796220,892;96;Escavado 
ACM474;M;242403,1993;8796189,96;97;Escavado 
TA73;A;242206,2782;8796141,369;98;Escavado 
TA74;A;242168,7572;8796123,517;99;Escavado 
TM75;M;242302,9082;8796120,01;100;Escavado 
TA76;A;242206,2709;8796094,159;101;Escavado 
TM77;M;242303,1175;8796072,545;102;Escavado 
TA78;A;242243,6539;8796065,514;103;Escavado 
TA79;A;242206,5229;8796046,441;104;Escavado 
TM80;M;242303,1329;8796024,981;105;Escavado 
ACM473;M;241931,5583;8796010,148;106;Escavado 
TM81;M;241847,1782;8795896,04;107;Escavado 
TB82;B;241741,0181;8795864,946;108;Vistoriado 
TM83;M;241847,3589;8795848,481;109;Escavado 
TM84;M;241847,413;8795801,052;110;Escavado 
ACB472;B;241485,0254;8795739,907;111;Vistoriado 
TB85;B;241421,1904;8795638,628;112;Vistoriado 
TB86;B;241259,9704;8795628,442;113;Vistoriado 
TM87;M;240970,8482;8795465,979;114;Escavado 
TM88;M;240782,2482;8795444,38;115;Escavado 
TM89;M;240970,9566;8795416,629;116;Escavado 
TM90;M;240781,8538;8795393,035;117;Escavado 
TM91;M;240970,4529;8795367,431;118;Escavado 
TM92;M;240781,1729;8795341,881;119;Escavado 
TM93;M;240476,7972;8795224,797;120;Escavado 
TM94;M;240335,3172;8795224,307;121;Escavado 
TM95;M;240517,6955;8795193,347;122;Escavado 
TM96;M;240376,1294;8795193,294;123;Escavado 
TM97;M;240558,834;8795163,054;124;Escavado 
TM98;M;240416,964;8795162,754;125;Escavado 
ACM471;M;240207,5961;8795110,763;126;Escavado 
TB99;B;240051,029;8794964,342;127;Vistoriado 
TB100;B;239908,6887;8794963,382;128;Vistoriado 
ACM470;M;239728,1931;8794874,7;129;Escavado 
TM101;M;239374,2771;8794750,927;130;Escavado 
TB102;B;239607,7238;8794746,294;131;Vistoriado 
TM103;M;239416,9486;8794721,471;132;Escavado 
TM104;M;239459,5339;8794692,094;133;Escavado 
TM105;M;239192,9182;8794592,74;134;Escavado 
TM106;M;239192,2025;8794541,928;135;Escavado 
TM107;M;239191,933;8794490,821;136;Escavado 
TB108;B;238893,2133;8794463,212;137;Vistoriado 
ACM469;M;238789,6672;8794343,592;138;Escavado 
TM109;M;238632,6571;8794315,377;139;Escavado 
TM110;M;238447,5872;8794289,707;140;Escavado 
TM111;M;238674,3911;8794285,619;141;Escavado 
TM112;M;238483,1904;8794261,086;142;Escavado 
TM113;M;238716,954;8794256,934;143;Escavado 
TM114;M;238519,064;8794233,494;144;Escavado 
ACB468;B;238378,3584;8794141,124;145;Vistoriado 
TM115;M;238046,6981;8794098,23;146;Escavado 
TM116;M;238127,3981;8794067,9;147;Escavado 
TM117;M;238046,2502;8794046,586;148;Escavado 
TM118;M;238125,5207;8794015,643;149;Escavado 
TM119;M;238045,5029;8793995,121;150;Escavado 
TM120;M;238121,933;8793964,111;151;Escavado 
ACM467;M;237861,1952;8793886,556;152;Escavado 
TM121;M;237576,4181;8793866,04;153;Escavado 
TM122;M;237651,1782;8793832,22;154;Escavado 
TM123;M;237575,9006;8793815,01;155;Escavado 
TM124;M;237650,9217;8793782,937;156;Escavado 
TM125;M;237575,353;8793763,681;157;Escavado 
TM126;M;237650,7329;8793733,362;158;Escavado 
ACM466;M;237360,8771;8793640,258;159;Escavado 
TM127;M;237193,6281;8793607,159;160;Escavado 
TB128;B;237121,9944;8793591,517;161;Vistoriado 
TM129;M;237193,4678;8793557,545;162;Escavado 
TM130;M;237193,0829;8793507,732;163;Escavado 
TM131;M;236689,2871;8793424,057;164;Escavado 
TM132;M;236724,3887;8793396,295;165;Escavado 
TM133;M;236759,3739;8793368,574;166;Escavado 
TM134;M;236670,2071;8793351,867;167;Escavado 
TM135;M;236711,3629;8793321,025;168;Escavado 
TM136;M;236752,234;8793290,124;169;Escavado 
TB137;B;236281,1371;8793178,117;170;Vistoriado 
TM138;M;236194,3172;8793116,197;171;Escavado 
TM139;M;236234,2628;8793086,037;172;Escavado 
TM140;M;236274,124;8793055,614;173;Escavado 
ACM465;M;236091,1036;8793015,652;174;Escavado 
TB141;B;235789,5941;8792936,169;175;Vistoriado 
TB142;B;235757,0814;8792851,063;176;Vistoriado 
ACM464;M;235605,6201;8792777,495;177;Escavado 
TM143;M;235282,3772;8792735,337;178;Escavado 
TM144;M;235323,0737;8792706,264;179;Escavado 
TM145;M;235363,854;8792677,514;180;Escavado 
TM146;M;235261,2572;8792657,827;181;Escavado 
TM147;M;235302,1283;8792626,599;182;Escavado 
ACM463;M;235109,9386;8792604,143;183;Escavado 
TM148;M;235343,1239;8792596,164;184;Escavado 
ACM462;M;234930,526;8792515,763;185;Escavado 
TM149;M;234789,9172;8792492,847;186;Escavado 
TM150;M;234830,3376;8792463,908;187;Escavado 
TM151;M;234870,674;8792435,354;188;Escavado 
TB152;B;234829,1686;8792394,2;189;Vistoriado 
ACM461;M;234667,325;8792316,502;190;Escavado 
TM153;M;234324,9171;8792265,567;191;Escavado 
TM154;M;234367,5854;8792236,254;192;Escavado 
TM155;M;234410,254;8792206,684;193;Escavado 
TB156;B;234344,8212;8792155,945;194;Vistoriado 
ACM460;M;234172,122;8792138,987;195;Escavado 
PLM25;M;233971,9575;8792084,913;196;Escavado 
PLM26;M;233958,2782;8792051,554;197;Escavado 
PLM27;M;234006,7784;8792033,316;198;Escavado 
PLM28;M;233944,5989;8792018,194;199;Escavado 
PLM29;M;233993,0991;8791999,956;200;Escavado 
TB157;B;233866,1176;8791989,365;201;Vistoriado 
PLM30;M;233979,4198;8791966,596;202;Escavado 
PLB31;B;233774,5079;8791944,272;203;Vistoriado 
TB158;B;233897,2936;8791935,605;204;Vistoriado 
PLB32;B;233801,9955;8791888,422;205;Vistoriado 
TB159;B;233508,4684;8791748,209;206;Vistoriado 
TB160;B;233492,2534;8791662,672;207;Vistoriado 
TM161;M;233095,8419;8791524,831;208;Escavado 
TM162;M;233140,5005;8791499,781;209;Escavado 
TM163;M;233184,9391;8791475;210;Escavado 
TM164;M;233037,7325;8791410,659;211;Escavado 
TM165;M;233043,9529;8791360,006;212;Escavado 
TM166;M;233050,5887;8791309,232;213;Escavado 
ACM459;M;232921,9543;8791277,377;214;Escavado 
TB167;B;232710,4131;8791209,479;215;Vistoriado 
TB168;B;232631,2188;8791081,316;216;Vistoriado 
ACB458;B;232472,7569;8790974,181;217;Vistoriado 
TM169;M;232227,042;8790938,611;218;Escavado 
TM170;M;232271,8994;8790913,814;219;Escavado 
TM171;M;232316,6591;8790888,6;220;Escavado 
TB172;B;232186,8496;8790781,538;221;Vistoriado 
ACB457;B;232004,7999;8790733,074;222;Vistoriado 
TB173;B;231831,8221;8790616,515;223;Vistoriado 
TB174;B;231748,5747;8790485,527;224;Vistoriado 
ACB456;B;231643,0324;8790417,443;225;Vistoriado 
TB175;B;231398,3121;8790323,945;226;Vistoriado 
TB176;B;231334,1634;8790207,525;227;Vistoriado 
ACM455;M;231214,7041;8790129,389;228;Escavado 
TB177;B;230959,4913;8790028,321;229;Vistoriado 
TB178;B;230940,1092;8789940,043;230;Vistoriado 
ACM454;M;230787,033;8789836,807;231;Escavado 
TB179;B;230549,6989;8789750,495;232;Vistoriado 
TB180;B;230487,1204;8789633,686;233;Vistoriado 
ACM453;M;230242,3947;8789468,67;234;Escavado 
TM181;M;230034,522;8789454,721;235;Escavado 
TM182;M;230075,92;8789430,691;236;Escavado 
TM183;M;230117,7192;8789407,03;237;Escavado 
TM184;M;229976,952;8789343,621;238;Escavado 
TM185;M;230020,9085;8789318,623;239;Escavado 
TM186;M;230065,3592;8789294,05;240;Escavado 
ACM452;M;229791,5607;8789164,478;241;Escavado 
TB187;B;229672,4604;8789159,334;242;Vistoriado 
TB188;B;229600,757;8789036,187;243;Vistoriado 
ACM451;M;229403,6596;8788903,285;244;Escavado 
TM189;M;229174,9719;8788878,051;245;Escavado 
TM190;M;229219,3757;8788853,624;246;Escavado 
TM191;M;229263,9991;8788828,25;247;Escavado 
TB192;B;229171,5654;8788746,333;248;Vistoriado 
ACB450;B;228940,8172;8788592,033;249;Vistoriado 
TB193;B;228800,9231;8788570,405;250;Vistoriado 
TB194;B;228749,1081;8788460,857;251;Vistoriado 
ACB449;B;228604,3246;8788363,095;252;Vistoriado 
TB195;B;228427,3914;8788319,278;253;Vistoriado 
TM196;M;228302,6525;8788214,289;254;Escavado 
TM197;M;228306,4611;8788163,049;255;Escavado 
TM198;M;228048,242;8788111,901;256;Escavado 
TM199;M;228311,4087;8788111,372;257;Escavado 
TM200;M;228086,7667;8788089,065;258;Escavado 
TM201;M;228125,0991;8788066,49;259;Escavado 
ACB448;B;227934,0813;8787990,788;260;Vistoriado 
TB202;B;227669,1846;8787807,156;261;Vistoriado 
TB203;B;227745,8706;8787784,11;262;Vistoriado 
ACM447;M;227552,1514;8787733,542;263;Escavado 
TM204;M;227196,0725;8787541,579;264;Escavado 
TM205;M;227268,7325;8787517,078;265;Escavado 
TM206;M;227200,735;8787490,321;266;Escavado 
TM207;M;227273,2664;8787464,823;267;Escavado 
TM208;M;227205,4287;8787438,252;268;Escavado 
ACM446;M;227105,5658;8787431,687;269;Escavado 
TM209;M;227277,9386;8787412,042;270;Escavado 
TB210;B;226892,0023;8787279,766;271;Vistoriado 
TM211;M;226850,172;8787227,601;272;Escavado 
TM212;M;226888,6242;8787203,869;273;Escavado 
PLA33;A;226580,9997;8787190,966;274;Escavado 
TM213;M;226927,5191;8787182,02;275;Escavado 
PLA34;A;226633,0311;8787161,087;276;Escavado 
PLA35;A;226636,078;8787159,337;277;Escavado 
PLA36;A;226581,2479;8787130,285;278;Escavado 
PLA37;A;226688,1095;8787129,459;279;Escavado 
PLA38;A;226529,4647;8787099,483;280;Escavado 
PLA39;A;226636,3262;8787098,656;281;Escavado 
PLA40;A;226581,4961;8787069,604;282;Escavado 
PLA41;A;226584,543;8787067,854;283;Escavado 
PLA42;A;226636,5744;8787037,976;284;Escavado 
TB214;B;226529,1246;8787037,747;285;Vistoriado 
TB215;B;226575,9516;8786994,552;286;Vistoriado 
PLB43;B;226434,8519;8786974,132;287;Vistoriado 
PLB44;B;226469,9459;8786921,194;288;Vistoriado 
ACB445;B;226415,0383;8786835,206;289;Vistoriado 
TM216;M;226251,7589;8786586,146;290;Escavado 
TB217;B;226333,1995;8786563,646;291;Vistoriado 
TM218;M;226259,3675;8786558,904;292;Escavado 
TM219;M;226266,9762;8786531,663;293;Escavado 
TM220;M;225891,2811;8785874,374;294;Escavado 
TM221;M;225814,471;8785864,504;295;Escavado 
TM222;M;225918,8409;8785829,479;296;Escavado 
TM223;M;225842,1365;8785819,851;297;Escavado 
TM224;M;225945,4101;8785785,627;298;Escavado 
TM225;M;225868,34;8785776,517;299;Escavado 
ACM444;M;225794,7027;8785606,616;300;Escavado 
TA226;A;225642,7103;8785509,94;301;Escavado 
TA227;A;225679,7981;8785494,957;302;Escavado 
TA228;A;225700,6783;8785486,521;303;Escavado 
TA229;A;225653,7626;8785483,904;304;Escavado 
TA230;A;225627,7271;8785472,852;305;Escavado 
TA231;A;225737,766;8785471,538;306;Escavado 
TA232;A;225711,7306;8785460,485;307;Escavado 
TA233;A;225664,8148;8785457,869;308;Escavado 
TA234;A;225685,6951;8785449,433;309;Escavado 
TA235;A;225722,7829;8785434,45;310;Escavado 
ACA443;A;225673,5801;8785312,48;311;Escavado 
TA236;A;225564,2117;8785078,046;312;Escavado 
TA237;A;225652,7012;8785054,209;313;Escavado 
TA238;A;225492,6618;8785052,946;314;Escavado 
TA239;A;225602,164;8785043,737;315;Escavado 
TA240;A;225551,8299;8785032,261;316;Escavado 
TA241;A;225580,6613;8785027,54;317;Escavado 
TA242;A;225529,798;8785015,831;318;Escavado 
TA243;A;225641,1394;8785010,175;319;Escavado 
TA244;A;225479,5399;8785001,771;320;Escavado 
TA245;A;225568,8394;8784980,455;321;Escavado 
ACA442;A;225541,0727;8784803,275;322;Escavado 
TM246;M;225436,5318;8784582,146;323;Escavado 
TM247;M;225472,8146;8784549,329;324;Escavado 
TM248;M;225510,6994;8784517,655;325;Escavado 
TM249;M;225440,2012;8784491,1;326;Escavado 
TM250;M;225390,9159;8784481,706;327;Escavado 
TM251;M;225342,4098;8784470,362;328;Escavado 
TB252;B;225369,0041;8784146,61;329;Vistoriado 
TB253;B;225262,2727;8783981,863;330;Vistoriado 
TB254;B;225252,0444;8783695,492;331;Vistoriado 
TM255;M;225185,5412;8783511,969;332;Escavado 
TM256;M;225137,5175;8783501,706;333;Escavado 
TM257;M;225089,0898;8783491,762;334;Escavado 
ACM441;M;225170,1591;8783381,623;335;Escavado 
TM258;M;225082,4217;8783213,496;336;Escavado 
TM259;M;225118,5992;8783182,51;337;Escavado 
TM260;M;225154,7293;8783151,265;338;Escavado 
TB261;B;225000,3009;8782975,241;339;Vistoriado 
TB262;B;224999,998;8782720,955;340;Vistoriado 
TB263;B;224875,5746;8782492,043;341;Vistoriado 
ACM440;M;224899,9062;8782344,349;342;Escavado 
TA264;A;224799,0617;8782128,636;343;Escavado 
TA265;A;224882,1312;8782106,529;344;Escavado 
TA266;A;224834,7255;8782095,411;345;Escavado 
TA267;A;224788,0599;8782083,571;346;Escavado 
TA268;A;224870,0594;8782062,555;347;Escavado 
TA269;A;224684,6018;8781949,916;348;Escavado 
TA270;A;224773,4413;8781925,47;349;Escavado 
TA271;A;224722,6721;8781915,576;350;Escavado 
TA272;A;224673,1698;8781903,761;351;Escavado 
TA273;A;224761,2094;8781882,435;352;Escavado 
TA274;A;224675,5617;8781664,346;353;Escavado 
TA275;A;224764,8312;8781641,639;354;Escavado 
TA276;A;224714,5076;8781630,383;355;Escavado 
TA277;A;224664,0399;8781619,721;356;Escavado 
TA278;A;224752,8894;8781595,985;357;Escavado 
TA279;A;224571,3317;8781501,416;358;Escavado 
TA280;A;224655,5613;8781479,539;359;Escavado 
TA281;A;224607,8335;8781467,386;360;Escavado 
TA282;A;224559,3598;8781456,031;361;Escavado 
TA283;A;224644,5794;8781432,925;362;Escavado 
ACA439;A;224623,1928;8781281,519;363;Escavado 
TA284;A;224527,9818;8781097,836;364;Escavado 
TA285;A;224613,8813;8781073,53;365;Escavado 
TA286;A;224564,0295;8781061,496;366;Escavado 
TA287;A;224514,0799;8781047,681;367;Escavado 
TA288;A;224602,4394;8781026,645;368;Escavado 
TA289;A;224422,1517;8780935,006;369;Escavado 
TA290;A;224507,9512;8780911,67;370;Escavado 
TA291;A;224458,8549;8780900,171;371;Escavado 
TA292;A;224410,4599;8780887,571;372;Escavado 
TA293;A;224495,7694;8780866,025;373;Escavado 
TA294;A;224371,7417;8780499,116;374;Escavado 
TA295;A;224460,1812;8780475,71;375;Escavado 
TA296;A;224300,4718;8780467,396;376;Escavado 
TA297;A;224409,353;8780462,596;377;Escavado 
TA298;A;224358,7099;8780449,011;378;Escavado 
TA299;A;224384,3012;8780443,539;379;Escavado 
TA300;A;224335,6737;8780434,583;380;Escavado 
TA301;A;224447,2293;8780426,405;381;Escavado 
TA302;A;224287,2798;8780423,111;382;Escavado 
TA303;A;224373,9793;8780403,705;383;Escavado 
ACA438;A;224298,6881;8780279,873;384;Escavado 
TA304;A;224171,7217;8779966,426;385;Escavado 
TA305;A;224258,8813;8779946,05;386;Escavado 
TA306;A;224210,5352;8779934,534;387;Escavado 
TA307;A;224161,6298;8779925,531;388;Escavado 
TA308;A;224219,4117;8779910,686;389;Escavado 
TA309;A;224246,8294;8779900,795;390;Escavado 
TA310;A;224304,0913;8779886,77;391;Escavado 
TA311;A;224255,261;8779875,497;392;Escavado 
TA312;A;224207,0799;8779862,321;393;Escavado 
TA313;A;224292,3994;8779841,665;394;Escavado 
ACA437;A;224161,7031;8779754,535;395;Escavado 
TM314;M;224133,4713;8779467,659;396;Escavado 
TM315;M;224083,8235;8779456,9;397;Escavado 
TM316;M;224034,1599;8779446,331;398;Escavado 
TM317;M;224173,6812;8779374,99;399;Escavado 
TM318;M;224123,3369;8779364,263;400;Escavado 
TM319;M;224073,2299;8779353,212;401;Escavado 
ACM436;M;224005,8719;8779152,872;402;Escavado 
TA320;A;223924,4917;8779020,846;403;Escavado 
TA321;A;224010,0712;8778998,75;404;Escavado 
TA322;A;223961,7722;8778988,62;405;Escavado 
TA323;A;223913,6299;8778978,551;406;Escavado 
TA324;A;223998,6993;8778956,305;407;Escavado 
TM325;M;223960,0717;8778911,656;408;Escavado 
TM326;M;223997,4224;8778879,361;409;Escavado 
TM327;M;224034,4194;8778846,955;410;Escavado 
ACA435;A;223890,5655;8778716,387;411;Escavado 
TM328;M;223880,9012;8778495,429;412;Escavado 
TM329;M;223830,3792;8778484,56;413;Escavado 
TM330;M;223780,2499;8778473,571;414;Escavado 
TA331;A;223817,6318;8778369,416;415;Escavado 
TA332;A;223905,1313;8778346,55;416;Escavado 
TA333;A;223855,0389;8778333,662;417;Escavado 
TA334;A;223805,1699;8778320,621;418;Escavado 
TA335;A;223892,2594;8778297,965;419;Escavado 
ACM434;M;223760,3681;8778212,313;420;Escavado 
TM336;M;223666,1518;8778036,526;421;Escavado 
TM337;M;223704,7931;8778002,727;422;Escavado 
TM338;M;223742,8194;8777968,975;423;Escavado 
TM339;M;223677,3118;8777832,346;424;Escavado 
TM340;M;223715,4696;8777796,737;425;Escavado 
TM341;M;223752,6894;8777760,955;426;Escavado 
ACA433;A;223611,5633;8777645,242;427;Escavado 
TM342;M;223621,2713;8777500,449;428;Escavado 
TM343;M;223571,1411;8777489,718;429;Escavado 
TM344;M;223521,2998;8777478,862;430;Escavado 
TA345;A;223547,6417;8777332,326;431;Escavado 
TA346;A;223634,9012;8777309,6;432;Escavado 
TA347;A;223585,6384;8777299,147;433;Escavado 
TA348;A;223536,5699;8777288,662;434;Escavado 
TA349;A;223623,3493;8777265,945;435;Escavado 
TA350;A;223398,9618;8777009,436;436;Escavado 
TA351;A;223487,4212;8776986,61;437;Escavado 
TA352;A;223437,4409;8776975,792;438;Escavado 
TA353;A;223387,6099;8776965,082;439;Escavado 
TA354;A;223475,5194;8776942,025;440;Escavado 
TM355;M;223502,5812;8776798,969;441;Escavado 
TM356;M;223452,706;8776788,195;442;Escavado 
TM357;M;223403,0399;8776777,541;443;Escavado 
TA358;A;223274,1217;8776519,006;444;Escavado 
TA359;A;223356,7712;8776497,469;445;Escavado 
TA360;A;223310,274;8776488,076;446;Escavado 
TA361;A;223263,9198;8776478,692;447;Escavado 
TA362;A;223346,1693;8776457,105;448;Escavado 
TA363;A;223281,6218;8776310,186;449;Escavado 
TA364;A;223368,6112;8776287,68;450;Escavado 
TA365;A;223319,4414;8776277,301;451;Escavado 
